27,0,0,0,0,0,26,1
0,23,0,0,0,22,0,1
21,0,25,0,24,0,28,7
0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,8
18,0,14,0,15,0,11,0
0,12,0,0,0,13,0,0
16,0,0,0,0,0,17,0
27,0,0,0,0,0,26,2
0,23,0,0,0,22,0,2
21,0,25,0,24,0,28,7
0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,8
0,0,0,0,0,0,11,8
18,0,14,0,15,0,0,0
0,12,0,0,0,13,0,0
16,0,0,0,0,0,17,0
27,0,0,0,0,0,26,1
0,23,0,0,0,22,0,3
21,0,25,0,24,0,0,7
0,0,0,0,0,0,28,9
0,0,0,0,0,0,0,8
0,0,0,0,0,0,11,8
18,0,14,0,15,0,0,0
0,12,0,0,0,13,0,0
16,0,0,0,0,0,17,0
27,0,0,0,0,0,26,2
0,23,0,0,0,22,0,4
21,0,25,0,24,0,0,7
0,0,0,0,0,0,28,9
0,0,0,0,0,0,11,8
0,0,0,0,0,0,0,8
18,0,14,0,15,0,0,0
0,12,0,0,0,13,0,0
16,0,0,0,0,0,17,0
27,0,0,0,0,0,26,1
0,23,0,0,0,22,0,5
21,0,25,24,0,0,0,7
0,0,0,0,0,0,28,9
0,0,0,0,0,0,11,8
0,0,0,0,0,0,0,8
18,0,14,0,15,0,0,0
0,12,0,0,0,13,0,0
16,0,0,0,0,0,17,0
27,0,0,0,0,0,26,2
0,23,0,0,0,22,0,6
21,0,25,24,0,0,0,7
0,0,0,0,0,0,11,9
0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,7
18,0,14,0,15,0,0,0
0,12,0,0,0,13,0,0
16,0,0,0,0,0,17,0
27,0,0,0,0,0,26,1
0,23,0,0,0,0,0,7
21,0,25,24,0,22,0,7
0,0,0,0,0,0,11,9
0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,7
18,0,14,0,15,0,0,0
0,12,0,0,0,13,0,0
16,0,0,0,0,0,17,0
27,0,0,0,0,0,26,2
0,23,0,0,0,0,0,8
21,0,25,24,0,22,11,7
0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,7
18,0,14,0,15,0,0,0
0,12,0,0,0,13,0,0
16,0,0,0,0,0,17,0
27,0,0,0,0,0,26,1
0,23,0,0,0,0,0,9
21,0,25,24,0,0,22,7
0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,7
18,0,14,0,15,0,0,0
0,12,0,0,0,13,0,0
16,0,0,0,0,0,17,0
27,0,0,0,0,0,26,2
0,23,0,0,0,0,0,10
21,0,25,24,0,0,22,7
0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,7
18,0,14,0,15,0,0,0
0,12,0,0,0,13,17,0
16,0,0,0,0,0,0,0
27,0,0,0,0,0,26,1
0,23,0,0,0,0,0,11
21,0,25,24,0,0,0,7
0,0,0,0,0,0,22,9
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,7
18,0,14,0,15,0,0,0
0,12,0,0,0,13,17,0
16,0,0,0,0,0,0,0
27,0,0,0,0,0,26,2
0,23,0,0,0,0,0,12
21,0,25,24,0,0,0,7
0,0,0,0,0,0,22,9
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,7
18,0,14,0,15,0,17,0
0,12,0,0,0,13,0,0
16,0,0,0,0,0,0,0
27,0,0,0,0,0,26,1
0,23,0,0,0,0,0,13
21,0,25,24,0,0,0,7
0,0,0,0,0,0,0,9
0,0,0,0,0,0,22,7
0,0,0,0,0,0,0,7
18,0,14,0,15,0,17,0
0,12,0,0,0,13,0,0
16,0,0,0,0,0,0,0
27,0,0,0,0,0,26,2
0,23,0,0,0,0,0,14
21,0,25,24,0,0,0,7
0,0,0,0,0,0,0,9
0,0,0,0,0,0,22,7
0,0,0,0,0,0,17,7
18,0,14,0,15,0,0,0
0,12,0,0,0,13,0,0
16,0,0,0,0,0,0,0
27,0,0,0,0,0,26,1
0,23,0,0,0,0,0,15
21,0,25,0,24,0,0,7
0,0,0,0,0,0,0,9
0,0,0,0,0,0,22,7
0,0,0,0,0,0,17,7
18,0,14,0,15,0,0,0
0,12,0,0,0,13,0,0
16,0,0,0,0,0,0,0
27,0,0,0,0,0,26,2
0,23,0,0,0,0,0,16
21,0,25,0,24,0,0,7
0,0,0,0,0,0,0,9
0,0,0,0,0,0,17,7
0,0,0,0,0,0,0,6
18,0,14,0,15,0,0,0
0,12,0,0,0,13,0,0
16,0,0,0,0,0,0,0
27,0,0,0,0,0,0,1
0,23,0,0,0,0,26,17
21,0,25,0,24,0,0,7
0,0,0,0,0,0,0,9
0,0,0,0,0,0,17,7
0,0,0,0,0,0,0,6
18,0,14,0,15,0,0,0
0,12,0,0,0,13,0,0
16,0,0,0,0,0,0,0
27,0,0,0,0,0,0,2
0,23,0,0,0,0,26,18
21,0,25,0,24,0,0,7
0,0,0,0,0,0,17,9
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,6
18,0,14,0,15,0,0,0
0,12,0,0,0,13,0,0
16,0,0,0,0,0,0,0
27,0,0,0,0,0,0,1
0,23,0,0,0,0,0,19
21,0,25,0,24,0,26,7
0,0,0,0,0,0,17,9
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,6
18,0,14,0,15,0,0,0
0,12,0,0,0,13,0,0
16,0,0,0,0,0,0,0
27,0,0,0,0,0,0,2
0,23,0,0,0,0,0,20
21,0,25,0,24,0,17,7
0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,5
18,0,14,0,15,0,0,0
0,12,0,0,0,13,0,0
16,0,0,0,0,0,0,0
27,0,0,0,0,0,0,1
0,23,0,0,0,0,0,21
21,0,25,0,0,24,17,7
0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,5
18,0,14,0,15,0,0,0
0,12,0,0,0,13,0,0
16,0,0,0,0,0,0,0
27,0,0,0,0,0,0,2
0,23,0,0,0,0,0,22
21,0,25,0,0,17,0,7
0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,4
18,0,14,0,15,0,0,0
0,12,0,0,0,13,0,0
16,0,0,0,0,0,0,0
27,0,0,0,0,0,0,1
0,23,0,0,0,0,0,23
21,0,0,25,0,17,0,7
0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,4
18,0,14,0,15,0,0,0
0,12,0,0,0,13,0,0
16,0,0,0,0,0,0,0
27,0,0,0,0,0,0,2
0,23,0,0,0,0,0,24
21,0,0,25,17,0,0,7
0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,4
18,0,14,0,15,0,0,0
0,12,0,0,0,13,0,0
16,0,0,0,0,0,0,0
27,0,0,0,0,0,0,1
0,0,0,0,0,0,0,25
21,23,0,25,17,0,0,7
0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,4
18,0,14,0,15,0,0,0
0,12,0,0,0,13,0,0
16,0,0,0,0,0,0,0
27,0,0,0,0,0,0,2
0,0,0,0,0,0,0,26
21,23,0,17,0,0,0,7
0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,3
18,0,14,0,15,0,0,0
0,12,0,0,0,13,0,0
16,0,0,0,0,0,0,0
27,0,0,0,0,0,0,1
0,0,0,0,0,0,0,27
21,0,23,17,0,0,0,7
0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,3
18,0,14,0,15,0,0,0
0,12,0,0,0,13,0,0
16,0,0,0,0,0,0,0
27,0,0,0,0,0,0,2
0,0,0,0,0,0,0,28
21,0,17,0,0,0,0,7
0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,2
18,0,14,0,15,0,0,0
0,12,0,0,0,13,0,0
16,0,0,0,0,0,0,0
27,0,0,0,0,0,0,1
0,0,0,0,0,0,0,29
0,21,17,0,0,0,0,7
0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,2
18,0,14,0,15,0,0,0
0,12,0,0,0,13,0,0
16,0,0,0,0,0,0,0
27,0,0,0,0,0,0,2
0,0,0,0,0,0,0,30
0,17,0,0,0,0,0,7
0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,1
18,0,14,0,15,0,0,0
0,12,0,0,0,13,0,0
16,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
27,0,0,0,0,0,0,31
0,17,0,0,0,0,0,7
0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,1
18,0,14,0,15,0,0,0
0,12,0,0,0,13,0,0
16,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2
27,0,0,0,0,0,0,32
